alt (m)  	time 	
1339787.2483000001	2015-01-13 00:08:44.250495	
1339791.6713	2015-01-13 00:08:45.270650	
1339796.1207999999	2015-01-13 00:08:46.290803	
1339800.5967999999	2015-01-13 00:08:47.310958	
1339805.0992999999	2015-01-13 00:08:48.331111	
1339809.6281999999	2015-01-13 00:08:49.351265	
1339814.1836000001	2015-01-13 00:08:50.371417	
1339818.7655	2015-01-13 00:08:51.391572	
1339823.3737000001	2015-01-13 00:08:52.411726	
1339828.0083999999	2015-01-13 00:08:53.431879	
1339832.6694	2015-01-13 00:08:54.452032	
1339837.3566999999	2015-01-13 00:08:55.472187	
1339842.0704000001	2015-01-13 00:08:56.492341	
1339846.8104000001	2015-01-13 00:08:57.512494	
1339851.5767000001	2015-01-13 00:08:58.532648	
1339856.3692000001	2015-01-13 00:08:59.552801	
1339861.1880000001	2015-01-13 00:09:00.572954	
1339866.0331000001	2015-01-13 00:09:01.593109	
1339870.9043000001	2015-01-13 00:09:02.613262	
1339875.8017	2015-01-13 00:09:03.633417	
1339880.7253	2015-01-13 00:09:04.653571	
1339885.6751000001	2015-01-13 00:09:05.673723	
1339890.6509	2015-01-13 00:09:06.693876	
1339895.6529000001	2015-01-13 00:09:07.714031	
1339900.6810000001	2015-01-13 00:09:08.734184	
1339905.7350999999	2015-01-13 00:09:09.754339	
1339910.8152000001	2015-01-13 00:09:10.774492	
1339915.9214000001	2015-01-13 00:09:11.794646	
1339921.0536	2015-01-13 00:09:12.814801	
1339926.2117999999	2015-01-13 00:09:13.834953	
1339931.3958999999	2015-01-13 00:09:14.855106	
1339936.6059999999	2015-01-13 00:09:15.875261	
1339941.8418999999	2015-01-13 00:09:16.895414	
1339947.1037999999	2015-01-13 00:09:17.915569	
1339952.3914999999	2015-01-13 00:09:18.935722	
1339957.7050999999	2015-01-13 00:09:19.955876	
1339963.0445000001	2015-01-13 00:09:20.976028	
1339968.4097	2015-01-13 00:09:21.996183	
1339973.8007	2015-01-13 00:09:23.016336	
1339979.2175	2015-01-13 00:09:24.036491	
1339984.6599000001	2015-01-13 00:09:25.056644	
1339990.1281999999	2015-01-13 00:09:26.076799	
1339995.622	2015-01-13 00:09:27.096951	
1340001.1416	2015-01-13 00:09:28.117106	
1340006.6868	2015-01-13 00:09:29.137258	
1340012.2575999999	2015-01-13 00:09:30.157413	
1340017.8541000001	2015-01-13 00:09:31.177566	
1340023.4761000001	2015-01-13 00:09:32.197721	
1340029.1236	2015-01-13 00:09:33.217874	
1340034.7967000001	2015-01-13 00:09:34.238027	
1340040.4953000001	2015-01-13 00:09:35.258181	
1340046.2194000001	2015-01-13 00:09:36.278335	
1340051.969	2015-01-13 00:09:37.298488	
1340057.7439999999	2015-01-13 00:09:38.318643	
1340063.5444	2015-01-13 00:09:39.338796	
1340069.3700999999	2015-01-13 00:09:40.358951	
1340075.2213000001	2015-01-13 00:09:41.379104	
1340081.0978000001	2015-01-13 00:09:42.399257	
1340086.9996	2015-01-13 00:09:43.419412	
1340092.9267	2015-01-13 00:09:44.439565	
1340098.8791	2015-01-13 00:09:45.459719	
1340104.8566999999	2015-01-13 00:09:46.479872	
1340110.8595	2015-01-13 00:09:47.500025	
1340116.8876	2015-01-13 00:09:48.520180	
1340122.9408	2015-01-13 00:09:49.540334	
1340129.0190999999	2015-01-13 00:09:50.560487	
1340135.1225999999	2015-01-13 00:09:51.580642	
1340141.2512000001	2015-01-13 00:09:52.600795	
1340147.4047999999	2015-01-13 00:09:53.620947	
1340153.5834999999	2015-01-13 00:09:54.641102	
1340159.7871999999	2015-01-13 00:09:55.661255	
1340166.0160000001	2015-01-13 00:09:56.681410	
1340172.2696	2015-01-13 00:09:57.701564	
1340178.5482999999	2015-01-13 00:09:58.721717	
1340184.8518000001	2015-01-13 00:09:59.741870	
1340191.1802999999	2015-01-13 00:10:00.762024	
1340197.5336	2015-01-13 00:10:01.782177	
1340203.9117000001	2015-01-13 00:10:02.802332	
1340210.3147	2015-01-13 00:10:03.822485	
1340216.7424999999	2015-01-13 00:10:04.842639	
1340223.1950000001	2015-01-13 00:10:05.862794	
1340229.6723	2015-01-13 00:10:06.882947	
1340236.1743000001	2015-01-13 00:10:07.903100	
1340242.7009000001	2015-01-13 00:10:08.923254	
1340249.2523000001	2015-01-13 00:10:09.943407	
1340255.8282000001	2015-01-13 00:10:10.963562	
1340262.4288000001	2015-01-13 00:10:11.983715	
1340269.054	2015-01-13 00:10:13.003869	
1340275.7037	2015-01-13 00:10:14.024022	
1340282.3779	2015-01-13 00:10:15.044177	
1340289.0766	2015-01-13 00:10:16.064329	
1340295.7997999999	2015-01-13 00:10:17.084484	
1340302.5475000001	2015-01-13 00:10:18.104637	
1340309.3196	2015-01-13 00:10:19.124792	
1340316.1159999999	2015-01-13 00:10:20.144944	
1340322.9369000001	2015-01-13 00:10:21.165099	
1340329.7819999999	2015-01-13 00:10:22.185252	
1340336.6514999999	2015-01-13 00:10:23.205407	
1340343.5453000001	2015-01-13 00:10:24.225560	
1340350.4632999999	2015-01-13 00:10:25.245714	
1340357.4055000001	2015-01-13 00:10:26.265867	
1340364.372	2015-01-13 00:10:27.286020	
1340371.3626000001	2015-01-13 00:10:28.306174	
1340378.3774000001	2015-01-13 00:10:29.326329	
1340385.4162000001	2015-01-13 00:10:30.346482	
1340392.4791999999	2015-01-13 00:10:31.366637	
1340399.5662	2015-01-13 00:10:32.386790	
1340406.6772	2015-01-13 00:10:33.406943	
1340413.8123000001	2015-01-13 00:10:34.427096	
1340420.9713000001	2015-01-13 00:10:35.447250	
1340428.1543000001	2015-01-13 00:10:36.467405	
1340435.3611000001	2015-01-13 00:10:37.487558	
1340442.5918999999	2015-01-13 00:10:38.507713	
1340449.8465	2015-01-13 00:10:39.527866	
1340457.125	2015-01-13 00:10:40.548019	
1340464.4272	2015-01-13 00:10:41.568174	
1340471.7531999999	2015-01-13 00:10:42.588327	
1340479.1030000001	2015-01-13 00:10:43.608480	
1340486.4765000001	2015-01-13 00:10:44.628635	
1340493.8736	2015-01-13 00:10:45.648788	
1340501.2944	2015-01-13 00:10:46.668941	
1340508.7389	2015-01-13 00:10:47.689096	
1340516.2069000001	2015-01-13 00:10:48.709249	
1340523.6984999999	2015-01-13 00:10:49.729403	
1340531.2135999999	2015-01-13 00:10:50.749557	
1340538.7522	2015-01-13 00:10:51.769710	
1340546.3143	2015-01-13 00:10:52.789863	
1340553.8999000001	2015-01-13 00:10:53.810018	
1340561.5088	2015-01-13 00:10:54.830171	
1340569.1412	2015-01-13 00:10:55.850326	
1340576.7969	2015-01-13 00:10:56.870479	
1340584.4759	2015-01-13 00:10:57.890633	
1340592.1782	2015-01-13 00:10:58.910787	
1340599.9038	2015-01-13 00:10:59.930940	
1340607.6525999999	2015-01-13 00:11:00.951093	
1340615.4246	2015-01-13 00:11:01.971248	
1340623.2198000001	2015-01-13 00:11:02.991401	
1340631.0381	2015-01-13 00:11:04.011556	
1340638.8795	2015-01-13 00:11:05.031709	
1340646.7439999999	2015-01-13 00:11:06.051863	
1340654.6316	2015-01-13 00:11:07.072015	
1340662.5421	2015-01-13 00:11:08.092170	
1340670.4757000001	2015-01-13 00:11:09.112323	
1340678.4321999999	2015-01-13 00:11:10.132478	
1340686.4116	2015-01-13 00:11:11.152631	
1340694.4139	2015-01-13 00:11:12.172786	
1340702.4391000001	2015-01-13 00:11:13.192939	
1340710.4871	2015-01-13 00:11:14.213093	
1340718.5578999999	2015-01-13 00:11:15.233245	
1340726.6514000001	2015-01-13 00:11:16.253400	
1340734.7677	2015-01-13 00:11:17.273553	
1340742.9066999999	2015-01-13 00:11:18.293708	
1340751.0682999999	2015-01-13 00:11:19.313861	
1340759.2526	2015-01-13 00:11:20.334014	
1340767.4595000001	2015-01-13 00:11:21.354168	
1340775.6889	2015-01-13 00:11:22.374323	
1340783.9409	2015-01-13 00:11:23.394475	
1340792.2154000001	2015-01-13 00:11:24.414629	
1340800.5123000001	2015-01-13 00:11:25.434782	
1340808.8317	2015-01-13 00:11:26.454937	
1340817.1735	2015-01-13 00:11:27.475090	
1340825.5377	2015-01-13 00:11:28.495244	
1340833.9242	2015-01-13 00:11:29.515399	
1340842.3330000001	2015-01-13 00:11:30.535552	
1340850.7641	2015-01-13 00:11:31.555706	
1340859.2174	2015-01-13 00:11:32.575859	
1340870.9478	2015-01-13 00:11:33.987071	
1340879.4539999999	2015-01-13 00:11:35.007225	
1340887.9824000001	2015-01-13 00:11:36.027379	
1340896.5327999999	2015-01-13 00:11:37.047532	
1340905.1052999999	2015-01-13 00:11:38.067687	
1340913.6998000001	2015-01-13 00:11:39.087840	
1340922.3163000001	2015-01-13 00:11:40.107993	
1340930.9547999999	2015-01-13 00:11:41.128148	
1340939.6151999999	2015-01-13 00:11:42.148300	
1340948.2975000001	2015-01-13 00:11:43.168455	
1340957.0016000001	2015-01-13 00:11:44.188609	
1340965.7276000001	2015-01-13 00:11:45.208762	
1340974.4753	2015-01-13 00:11:46.228915	
1340983.2448	2015-01-13 00:11:47.249070	
1340992.0360999999	2015-01-13 00:11:48.269223	
1341000.8489999999	2015-01-13 00:11:49.289378	
1341009.6836000001	2015-01-13 00:11:50.309532	
1341018.5397999999	2015-01-13 00:11:51.329686	
1341027.4175	2015-01-13 00:11:52.349838	
1341036.3167999999	2015-01-13 00:11:53.369991	
1341045.2376999999	2015-01-13 00:11:54.390146	
1341054.1799999999	2015-01-13 00:11:55.410299	
1341063.1436999999	2015-01-13 00:11:56.430454	
1341072.1288999999	2015-01-13 00:11:57.450607	
1341081.1354	2015-01-13 00:11:58.470761	
1341090.1632999999	2015-01-13 00:11:59.490914	
1341099.2124999999	2015-01-13 00:12:00.511068	
1341108.2829	2015-01-13 00:12:01.531221	
1341117.3746	2015-01-13 00:12:02.551376	
1341126.4874	2015-01-13 00:12:03.571529	
1341135.6214999999	2015-01-13 00:12:04.591684	
1341144.7766	2015-01-13 00:12:05.611837	
1341153.9528999999	2015-01-13 00:12:06.631991	
1341163.1502	2015-01-13 00:12:07.652144	
1341172.3685000001	2015-01-13 00:12:08.672299	
1341181.6078000001	2015-01-13 00:12:09.692451	
1341190.868	2015-01-13 00:12:10.712606	
1341200.1491	2015-01-13 00:12:11.732759	
1341209.4510999999	2015-01-13 00:12:12.752912	
1341218.774	2015-01-13 00:12:13.773067	
1341228.1177000001	2015-01-13 00:12:14.793221	
1341237.4820999999	2015-01-13 00:12:15.813374	
1341246.8672	2015-01-13 00:12:16.833529	
1341256.273	2015-01-13 00:12:17.853681	
1341265.6995000001	2015-01-13 00:12:18.873834	
1341275.1466000001	2015-01-13 00:12:19.893989	
1341284.6143	2015-01-13 00:12:20.914142	
1341294.1026000001	2015-01-13 00:12:21.934296	
1341303.6113	2015-01-13 00:12:22.954451	
1341313.1405	2015-01-13 00:12:23.974604	
1341322.6901	2015-01-13 00:12:24.994759	
1341332.2601999999	2015-01-13 00:12:26.014911	
1341341.8506	2015-01-13 00:12:27.035064	
1341351.4613000001	2015-01-13 00:12:28.055219	
1341361.0922999999	2015-01-13 00:12:29.075372	
1341370.7435000001	2015-01-13 00:12:30.095526	
1341380.415	2015-01-13 00:12:31.115681	
1341390.1066000001	2015-01-13 00:12:32.135834	
1341399.8182999999	2015-01-13 00:12:33.155987	
1341409.5501999999	2015-01-13 00:12:34.176142	
1341419.3021	2015-01-13 00:12:35.196294	
1341429.074	2015-01-13 00:12:36.216449	
1341438.8659000001	2015-01-13 00:12:37.236602	
1341448.6777999999	2015-01-13 00:12:38.256756	
1341458.5094999999	2015-01-13 00:12:39.276909	
1341468.3611999999	2015-01-13 00:12:40.297064	
1341478.2326	2015-01-13 00:12:41.317218	
1341488.1239	2015-01-13 00:12:42.337371	
1341498.0349000001	2015-01-13 00:12:43.357526	
1341507.9656	2015-01-13 00:12:44.377679	
1341517.9158999999	2015-01-13 00:12:45.397832	
1341527.8859999999	2015-01-13 00:12:46.417985	
1341537.8755999999	2015-01-13 00:12:47.438140	
1341547.8848000001	2015-01-13 00:12:48.458293	
1341557.9135	2015-01-13 00:12:49.478448	
1341567.9617000001	2015-01-13 00:12:50.498601	
1341578.0293000001	2015-01-13 00:12:51.518756	
1341588.1163000001	2015-01-13 00:12:52.538907	
1341598.2227	2015-01-13 00:12:53.559062	
1341608.3484	2015-01-13 00:12:54.579215	
1341618.4934	2015-01-13 00:12:55.599370	
1341628.6577000001	2015-01-13 00:12:56.619523	
1341638.8411000001	2015-01-13 00:12:57.639678	
1341649.0438000001	2015-01-13 00:12:58.659831	
1341659.2655	2015-01-13 00:12:59.679984	
1341669.5064000001	2015-01-13 00:13:00.700138	
1341679.7663	2015-01-13 00:13:01.720292	
1341690.0451	2015-01-13 00:13:02.740445	
1341700.3430000001	2015-01-13 00:13:03.760600	
1341710.6598	2015-01-13 00:13:04.780753	
1341720.9955	2015-01-13 00:13:05.800906	
1341731.3500999999	2015-01-13 00:13:06.821061	
1341741.7234	2015-01-13 00:13:07.841215	
1341752.1155000001	2015-01-13 00:13:08.861368	
1341762.5264000001	2015-01-13 00:13:09.881523	
1341772.9558999999	2015-01-13 00:13:10.901675	
1341783.4040999999	2015-01-13 00:13:11.921830	
1341793.8709	2015-01-13 00:13:12.941983	
1341804.3563000001	2015-01-13 00:13:13.962136	
1341814.8602	2015-01-13 00:13:14.982291	
1341825.3825999999	2015-01-13 00:13:16.002445	
1341835.9234	2015-01-13 00:13:17.022598	
1341846.4827000001	2015-01-13 00:13:18.042753	
1341857.0603	2015-01-13 00:13:19.062905	
1341867.6562000001	2015-01-13 00:13:20.083058	
1341903.5395	2015-01-13 00:13:23.524865	
1341914.2150999999	2015-01-13 00:13:24.545018	
1341924.9088000001	2015-01-13 00:13:25.565171	
1341946.7901000001	2015-01-13 00:13:27.647255	
1341957.5386999999	2015-01-13 00:13:28.667411	
1341966.9557	2015-01-13 00:13:29.559801	
1341977.7378	2015-01-13 00:13:30.579954	
1341988.5378	2015-01-13 00:13:31.600109	
1341999.3555000001	2015-01-13 00:13:32.620262	
1342010.1910999999	2015-01-13 00:13:33.640415	
1342021.0444	2015-01-13 00:13:34.660570	
1342031.9153	2015-01-13 00:13:35.680723	
1342042.804	2015-01-13 00:13:36.700878	
1342053.7102000001	2015-01-13 00:13:37.721031	
1342064.6340000001	2015-01-13 00:13:38.741185	
1342075.5752999999	2015-01-13 00:13:39.761337	
1342086.5341	2015-01-13 00:13:40.781492	
1342097.5103	2015-01-13 00:13:41.801645	
1342108.504	2015-01-13 00:13:42.821800	
1342119.5149999999	2015-01-13 00:13:43.841953	
1342130.5433	2015-01-13 00:13:44.862108	
1342141.5889000001	2015-01-13 00:13:45.882261	
1342152.6517	2015-01-13 00:13:46.902415	
1342163.7316999999	2015-01-13 00:13:47.922568	
1342174.8288	2015-01-13 00:13:48.942722	
1342185.9431	2015-01-13 00:13:49.962875	
1342197.0744	2015-01-13 00:13:50.983030	
1342208.2227	2015-01-13 00:13:52.003183	
1342219.388	2015-01-13 00:13:53.023336	
1342230.5702	2015-01-13 00:13:54.043491	
1342241.7693	2015-01-13 00:13:55.063645	
1342252.9852	2015-01-13 00:13:56.083798	
1342264.2180000001	2015-01-13 00:13:57.103953	
1342275.4675	2015-01-13 00:13:58.124105	
1342286.7337	2015-01-13 00:13:59.144260	
1342298.0166	2015-01-13 00:14:00.164413	
1342309.3160999999	2015-01-13 00:14:01.184566	
1342320.6322000001	2015-01-13 00:14:02.204720	
1342331.9648	2015-01-13 00:14:03.224875	
1342343.314	2015-01-13 00:14:04.245028	
1342354.6795999999	2015-01-13 00:14:05.265183	
1342366.0615000001	2015-01-13 00:14:06.285335	
1342377.4598999999	2015-01-13 00:14:07.305489	
1342388.8746	2015-01-13 00:14:08.325642	
1342400.3055	2015-01-13 00:14:09.345796	
1342411.7527999999	2015-01-13 00:14:10.365951	
1342423.2161000001	2015-01-13 00:14:11.386104	
1342434.6957	2015-01-13 00:14:12.406257	
1342446.1913000001	2015-01-13 00:14:13.426412	
1342457.703	2015-01-13 00:14:14.446565	
1342469.2308	2015-01-13 00:14:15.466720	
1342480.7744	2015-01-13 00:14:16.486872	
1342492.334	2015-01-13 00:14:17.507026	
1342503.9095000001	2015-01-13 00:14:18.527181	
1342515.5009000001	2015-01-13 00:14:19.547334	
1342527.108	2015-01-13 00:14:20.567487	
1342538.7309000001	2015-01-13 00:14:21.587642	
1342550.3695	2015-01-13 00:14:22.607795	
1342562.0237	2015-01-13 00:14:23.627950	
1342573.6935000001	2015-01-13 00:14:24.648102	
1342585.379	2015-01-13 00:14:25.668256	
1342747.2006000001	2015-01-13 00:14:39.660394	
1342756.5567000001	2015-01-13 00:14:40.461943	
1342768.4778	2015-01-13 00:14:41.482098	
1342780.4136999999	2015-01-13 00:14:42.502251	
1342792.3643	2015-01-13 00:14:43.522406	
1342804.3297000001	2015-01-13 00:14:44.542558	
1342816.3097999999	2015-01-13 00:14:45.562713	
1342828.3045000001	2015-01-13 00:14:46.582866	
1342840.3138000001	2015-01-13 00:14:47.603019	
1342852.3377	2015-01-13 00:14:48.623173	
1342864.3761	2015-01-13 00:14:49.643328	
1342876.4288999999	2015-01-13 00:14:50.663481	
1342888.4961999999	2015-01-13 00:14:51.683636	
1342900.5778000001	2015-01-13 00:14:52.703789	
1342912.6736999999	2015-01-13 00:14:53.723941	
1343043.9824000001	2015-01-13 00:15:04.722656	
1343050.5375000001	2015-01-13 00:15:05.268195	
1343062.8060999999	2015-01-13 00:15:06.288351	
1343075.0882999999	2015-01-13 00:15:07.308503	
1343087.3843	2015-01-13 00:15:08.328658	
1343131.5619000001	2015-01-13 00:15:11.984694	
1343143.9198	2015-01-13 00:15:13.004848	
1343156.2911	2015-01-13 00:15:14.025001	
1343168.6758000001	2015-01-13 00:15:15.045156	
1343181.0737999999	2015-01-13 00:15:16.065309	
1343193.4850000001	2015-01-13 00:15:17.085463	
1343205.9094	2015-01-13 00:15:18.105616	
1343218.3470000001	2015-01-13 00:15:19.125771	
1343231.9664	2015-01-13 00:15:20.241625	
1343241.2128999999	2015-01-13 00:15:20.998481	
1343247.3476	2015-01-13 00:15:21.500299	
1343253.4617000001	2015-01-13 00:15:22.000174	
1343265.9491000001	2015-01-13 00:15:23.020330	
1343278.4494	2015-01-13 00:15:24.040483	
1343290.9627	2015-01-13 00:15:25.060637	
1343357.4539000001	2015-01-13 00:15:30.464051	
1343363.7429	2015-01-13 00:15:30.973642	
1343379.4402000001	2015-01-13 00:15:32.244463	
1343390.1081999999	2015-01-13 00:15:33.107222	
1343402.7338	2015-01-13 00:15:34.127374	
1343415.3718000001	2015-01-13 00:15:35.147527	
1343428.0222	2015-01-13 00:15:36.167681	
1343448.0771999999	2015-01-13 00:15:37.782924	
1343489.1994	2015-01-13 00:15:41.087250	
1343501.0541999999	2015-01-13 00:15:42.037938	
1343509.7596	2015-01-13 00:15:42.735528	
1343522.5005000001	2015-01-13 00:15:43.755683	
1343535.2533	2015-01-13 00:15:44.775838	
1343548.0179999999	2015-01-13 00:15:45.795990	
1343560.7947	2015-01-13 00:15:46.816145	
1343573.5830999999	2015-01-13 00:15:47.836298	
1343586.3833000001	2015-01-13 00:15:48.856451	
1343599.1952	2015-01-13 00:15:49.876606	
1343612.0186999999	2015-01-13 00:15:50.896759	
1343624.8539	2015-01-13 00:15:51.916913	
1343637.7006999999	2015-01-13 00:15:52.937068	
1343650.5589999999	2015-01-13 00:15:53.957220	
1343663.4287	2015-01-13 00:15:54.977373	
1343676.3100000001	2015-01-13 00:15:55.997528	
1343689.2024999999	2015-01-13 00:15:57.017681	
1343702.1063999999	2015-01-13 00:15:58.037836	
1343715.0216000001	2015-01-13 00:15:59.057989	
1343727.9480000001	2015-01-13 00:16:00.078143	
1343740.8855999999	2015-01-13 00:16:01.098298	
1343753.8343	2015-01-13 00:16:02.118451	
1343766.7941000001	2015-01-13 00:16:03.138603	
1343779.7649999999	2015-01-13 00:16:04.158758	
1343792.7468000001	2015-01-13 00:16:05.178911	
1343805.7396	2015-01-13 00:16:06.199066	
1343818.7431999999	2015-01-13 00:16:07.219219	
1343831.7577	2015-01-13 00:16:08.239373	
1343844.7830000001	2015-01-13 00:16:09.259526	
1343857.8191	2015-01-13 00:16:10.279681	
1343870.8658	2015-01-13 00:16:11.299834	
1343883.9231	2015-01-13 00:16:12.319988	
1343896.9911	2015-01-13 00:16:13.340142	
1343910.0696	2015-01-13 00:16:14.360295	
1343923.1586	2015-01-13 00:16:15.380449	
1343936.2579999999	2015-01-13 00:16:16.400602	
1343949.3679	2015-01-13 00:16:17.420757	
1343962.4879999999	2015-01-13 00:16:18.440910	
1343975.6185000001	2015-01-13 00:16:19.461065	
1343988.7592	2015-01-13 00:16:20.481218	
1344001.9102	2015-01-13 00:16:21.501373	
1344015.0711999999	2015-01-13 00:16:22.521525	
1344028.2424000001	2015-01-13 00:16:23.541679	
1344041.4236000001	2015-01-13 00:16:24.561832	
1344054.6148999999	2015-01-13 00:16:25.581987	
1344067.8160000001	2015-01-13 00:16:26.602140	
1344081.0271000001	2015-01-13 00:16:27.622295	
1344094.2479999999	2015-01-13 00:16:28.642448	
1344107.4787000001	2015-01-13 00:16:29.662601	
1344120.7191999999	2015-01-13 00:16:30.682756	
1344133.9694000001	2015-01-13 00:16:31.702909	
1344147.2291999999	2015-01-13 00:16:32.723062	
1344160.4986	2015-01-13 00:16:33.743217	
1344173.7775999999	2015-01-13 00:16:34.763370	
1344187.0660999999	2015-01-13 00:16:35.783523	
1344200.3640000001	2015-01-13 00:16:36.803678	
1344213.6713	2015-01-13 00:16:37.823831	
1344226.9879999999	2015-01-13 00:16:38.843986	
1344240.314	2015-01-13 00:16:39.864140	
1344253.6492000001	2015-01-13 00:16:40.884292	
1344266.9937	2015-01-13 00:16:41.904447	
1344280.3473	2015-01-13 00:16:42.924600	
1344293.7098999999	2015-01-13 00:16:43.944753	
1344307.0817	2015-01-13 00:16:44.964908	
1344323.3881999999	2015-01-13 00:16:46.208037	
1344336.7799	2015-01-13 00:16:47.228191	
1344354.5086999999	2015-01-13 00:16:48.577708	
1344365.2186	2015-01-13 00:16:49.392372	
1344378.6377999999	2015-01-13 00:16:50.412527	
1344392.0658	2015-01-13 00:16:51.432680	
1344405.5024000001	2015-01-13 00:16:52.452835	
1344525.9904	2015-01-13 00:17:01.572038	
1344539.5105999999	2015-01-13 00:17:02.592193	
1344553.0389	2015-01-13 00:17:03.612344	
1344566.5752000001	2015-01-13 00:17:04.632499	
1344657.0785000001	2015-01-13 00:17:11.437896	
1344664.1931	2015-01-13 00:17:11.971777	
1344677.7937	2015-01-13 00:17:12.991932	
1344722.2492	2015-01-13 00:17:16.322490	
1344735.8818999999	2015-01-13 00:17:17.342643	
1344749.5220000001	2015-01-13 00:17:18.362796	
1344864.2139999999	2015-01-13 00:17:26.919457	
1344882.7919000001	2015-01-13 00:17:28.302008	
1344889.9040000001	2015-01-13 00:17:28.831033	
1344926.6229000001	2015-01-13 00:17:31.560187	
1344940.3606	2015-01-13 00:17:32.580338	
1344954.105	2015-01-13 00:17:33.600493	
1345088.0617	2015-01-13 00:17:43.518330	
1345101.8739	2015-01-13 00:17:44.538486	
1345115.6921999999	2015-01-13 00:17:45.558639	
1345124.0847	2015-01-13 00:17:46.178018	
1345132.2095000001	2015-01-13 00:17:46.777478	
1345164.0104	2015-01-13 00:17:49.122375	
1345171.2682	2015-01-13 00:17:49.657228	
1345182.392	2015-01-13 00:17:50.476750	
1345189.6802999999	2015-01-13 00:17:51.013546	
1345203.5355	2015-01-13 00:17:52.033701	
1345217.3964	2015-01-13 00:17:53.053854	
1345228.5156	2015-01-13 00:17:53.871921	
1345242.3865	2015-01-13 00:17:54.892074	
1345256.263	2015-01-13 00:17:55.912229	
1345270.1447999999	2015-01-13 00:17:56.932381	
1345284.0321	2015-01-13 00:17:57.952536	
1345297.9247000001	2015-01-13 00:17:58.972689	
1345311.8226000001	2015-01-13 00:17:59.992842	
1345325.7257000001	2015-01-13 00:18:01.012996	
1345339.6340999999	2015-01-13 00:18:02.033151	
1345353.5475000001	2015-01-13 00:18:03.053304	
1345367.466	2015-01-13 00:18:04.073459	
1345382.3114	2015-01-13 00:18:05.161136	
1345396.2402999999	2015-01-13 00:18:06.181291	
1345410.1740000001	2015-01-13 00:18:07.201443	
1345424.1126999999	2015-01-13 00:18:08.221596	
1345438.0562	2015-01-13 00:18:09.241750	
1345452.0045	2015-01-13 00:18:10.261905	
1345465.9574	2015-01-13 00:18:11.282058	
1345479.915	2015-01-13 00:18:12.302212	
1345493.8773000001	2015-01-13 00:18:13.322365	
1345507.8441000001	2015-01-13 00:18:14.342520	
1345521.8154	2015-01-13 00:18:15.362673	
1345535.7912000001	2015-01-13 00:18:16.382827	
1345549.7712999999	2015-01-13 00:18:17.402981	
1345563.7557999999	2015-01-13 00:18:18.423134	
1345577.7446999999	2015-01-13 00:18:19.443289	
1345591.7376999999	2015-01-13 00:18:20.463442	
1345605.7350000001	2015-01-13 00:18:21.483595	
1345619.7364000001	2015-01-13 00:18:22.503750	
1345633.7418	2015-01-13 00:18:23.523903	
1345647.7514	2015-01-13 00:18:24.544057	
1345661.7649000001	2015-01-13 00:18:25.564212	
1345675.7823000001	2015-01-13 00:18:26.584364	
1345689.8036	2015-01-13 00:18:27.604517	
1345703.8288	2015-01-13 00:18:28.624672	
1345717.8577000001	2015-01-13 00:18:29.644825	
1345731.8903999999	2015-01-13 00:18:30.664980	
1345745.9267	2015-01-13 00:18:31.685133	
1345759.9665999999	2015-01-13 00:18:32.705287	
1345774.0101999999	2015-01-13 00:18:33.725442	
1345788.0571999999	2015-01-13 00:18:34.745594	
1345803.3389000001	2015-01-13 00:18:35.855132	
1345812.2997999999	2015-01-13 00:18:36.505602	
1345821.2620000001	2015-01-13 00:18:37.156072	
1345838.6614999999	2015-01-13 00:18:38.418633	
1345856.0392	2015-01-13 00:18:39.679253	
1345867.0644	2015-01-13 00:18:40.478858	
1345879.4985	2015-01-13 00:18:41.380480	
1345887.0366	2015-01-13 00:18:41.926990	
1345899.4478	2015-01-13 00:18:42.826670	
1345906.9613999999	2015-01-13 00:18:43.371237	
1345922.1921999999	2015-01-13 00:18:44.474948	
1345931.7937	2015-01-13 00:18:45.170595	
1345942.1007999999	2015-01-13 00:18:45.917248	
1345951.7050999999	2015-01-13 00:18:46.612898	
1345959.9288000001	2015-01-13 00:18:47.208474	
1345970.9713999999	2015-01-13 00:18:48.008079	
1345985.0621	2015-01-13 00:18:49.028233	
1345999.1555999999	2015-01-13 00:18:50.048384	
1346013.2516999999	2015-01-13 00:18:51.068539	
1346027.3504999999	2015-01-13 00:18:52.088692	
1346041.4519	2015-01-13 00:18:53.108847	
1346055.5556999999	2015-01-13 00:18:54.129000	
1346069.6621000001	2015-01-13 00:18:55.149155	
1346083.7708999999	2015-01-13 00:18:56.169308	
1346097.882	2015-01-13 00:18:57.189461	
1346111.9953999999	2015-01-13 00:18:58.209615	
1346126.1111000001	2015-01-13 00:18:59.229769	
1346140.2290000001	2015-01-13 00:19:00.249922	
1346154.3491	2015-01-13 00:19:01.270077	
1346168.4712	2015-01-13 00:19:02.290230	
1346182.5954	2015-01-13 00:19:03.310384	
1346191.4678	2015-01-13 00:19:03.951138	
1346205.5952000001	2015-01-13 00:19:04.971292	
1346253.4405	2015-01-13 00:19:08.425242	
1346266.6672	2015-01-13 00:19:09.379814	
1346280.8041999999	2015-01-13 00:19:10.399967	
1346294.9428000001	2015-01-13 00:19:11.420122	
1346309.0830000001	2015-01-13 00:19:12.440275	
1346323.2246999999	2015-01-13 00:19:13.460430	
1346337.3679	2015-01-13 00:19:14.480583	
1346351.5125	2015-01-13 00:19:15.500736	
1346365.6584999999	2015-01-13 00:19:16.520891	
1346379.8058	2015-01-13 00:19:17.541044	
